Start time          	End time            	Sensor
2008-03-05 06:00:19	2008-03-05 06:00:22	Hall-Bathroom door
2008-03-05 06:00:54	2008-03-05 06:00:55	ToiletFlush
2008-03-05 06:00:59	2008-03-05 06:01:03	Hall-Bathroom door
2008-03-05 09:27:42	2008-03-05 09:27:43	Hall-Bedroom door
2008-03-05 09:27:47	2008-03-05 23:33:42	Hall-Bedroom door
2008-03-05 09:28:58	2008-03-05 09:29:02	Hall-Bathroom door
2008-03-05 09:29:26	2008-03-05 09:29:27	ToiletFlush
2008-03-05 09:29:30	2008-03-05 09:29:35	Hall-Bathroom door
2008-03-05 09:29:59	2008-03-05 09:30:02	Plates cupboard
2008-03-05 09:30:04	2008-03-05 09:30:30	Groceries Cupboard
2008-03-05 09:30:27	2008-03-05 09:30:32	Fridge
2008-03-05 09:30:35	2008-03-05 09:30:36	Groceries Cupboard
2008-03-05 09:30:47	2008-03-05 09:30:50	Fridge
2008-03-05 09:45:47	2008-03-05 09:45:48	Hall-Toilet door
2008-03-05 09:45:52	2008-03-05 09:45:59	Hall-Toilet door
2008-03-05 09:45:58	2008-03-05 20:13:21	Hall-Bathroom door
2008-03-05 09:53:08	2008-03-05 09:53:09	Hall-Toilet door
2008-03-05 09:53:13	2008-03-05 19:48:37	Hall-Toilet door
2008-03-05 10:12:01	2008-03-05 10:12:05	Frontdoor
2008-03-05 19:48:30	2008-03-05 19:48:31	Frontdoor
2008-03-05 19:52:44	2008-03-05 19:52:53	Freezer
2008-03-05 19:55:15	2008-03-05 19:55:22	Groceries Cupboard
2008-03-05 19:55:43	2008-03-05 19:55:44	Plates cupboard
2008-03-05 20:13:24	2008-03-05 20:13:25	Hall-Bathroom door
2008-03-05 20:14:21	2008-03-05 20:14:22	ToiletFlush
2008-03-05 20:14:29	2008-03-05 20:14:31	Hall-Bathroom door
2008-03-05 20:15:06	2008-03-05 20:15:09	Pans Cupboard
2008-03-05 20:15:19	2008-03-05 20:15:22	Pans Cupboard
2008-03-05 20:20:02	2008-03-05 20:20:09	Plates cupboard
2008-03-05 20:20:13	2008-03-05 20:20:25	Fridge
2008-03-05 20:20:28	2008-03-05 20:20:29	Fridge
2008-03-05 20:20:34	2008-03-05 20:20:36	Fridge
2008-03-05 20:23:08	2008-03-05 20:23:13	Plates cupboard
2008-03-05 22:58:02	2008-03-05 22:58:06	Hall-Toilet door
2008-03-05 23:07:05	2008-03-05 23:07:09	Hall-Bathroom door
2008-03-05 23:08:02	2008-03-05 23:08:03	ToiletFlush
2008-03-05 23:08:14	2008-03-05 23:08:17	Hall-Bathroom door
2008-03-05 23:30:38	2008-03-05 23:30:39	Hall-Toilet door
2008-03-05 23:30:43	2008-03-05 23:32:31	Hall-Toilet door
2008-03-05 23:32:51	2008-03-05 23:32:52	Hall-Bathroom door
2008-03-05 23:33:11	2008-03-05 23:33:12	ToiletFlush
2008-03-05 23:33:12	2008-03-05 23:33:13	ToiletFlush
2008-03-05 23:33:15	2008-03-05 23:33:16	ToiletFlush
2008-03-05 23:33:22	2008-03-05 23:33:23	ToiletFlush
2008-03-05 23:33:34	2008-03-05 23:33:35	ToiletFlush
2008-03-05 23:33:58	2008-03-05 23:33:59	ToiletFlush
2008-03-06 04:37:34	2008-03-06 04:37:35	Hall-Bedroom door
2008-03-06 04:37:39	2008-03-06 04:39:11	Hall-Bedroom door
2008-03-06 04:38:06	2008-03-06 04:38:10	Hall-Bathroom door
2008-03-06 04:38:48	2008-03-06 04:38:54	Hall-Bathroom door
2008-03-06 08:38:53	2008-03-06 08:38:54	Hall-Bedroom door
2008-03-06 08:38:58	2008-03-06 23:18:36	Hall-Bedroom door
2008-03-06 08:39:37	2008-03-06 08:39:40	Hall-Bathroom door
2008-03-06 08:40:11	2008-03-06 08:40:16	Hall-Bathroom door
2008-03-06 09:04:14	2008-03-06 09:04:18	Pans Cupboard
2008-03-06 09:04:35	2008-03-06 09:04:50	Fridge
2008-03-06 09:04:51	2008-03-06 09:04:52	Fridge
2008-03-06 09:04:54	2008-03-06 09:04:55	Fridge
2008-03-06 09:05:00	2008-03-06 09:05:01	Fridge
2008-03-06 09:05:01	2008-03-06 09:05:02	Plates cupboard
2008-03-06 09:05:23	2008-03-06 09:05:39	Fridge
2008-03-06 09:07:19	2008-03-06 09:07:25	Freezer
2008-03-06 09:07:26	2008-03-06 09:07:45	Plates cupboard
2008-03-06 09:07:51	2008-03-06 09:07:52	Freezer
2008-03-06 09:09:09	2008-03-06 09:09:12	Cups cupboard
2008-03-06 09:09:28	2008-03-06 09:09:29	Microwave
2008-03-06 09:09:58	2008-03-06 09:10:06	Fridge
2008-03-06 09:38:53	2008-03-06 09:38:54	Hall-Bathroom door
2008-03-06 09:40:02	2008-03-06 09:40:03	ToiletFlush
2008-03-06 09:42:24	2008-03-06 09:42:25	ToiletFlush
2008-03-06 09:42:31	2008-03-06 09:42:35	Hall-Bathroom door
2008-03-06 09:42:41	2008-03-06 09:43:09	Hall-Toilet door
2008-03-06 10:23:22	2008-03-06 10:23:23	Hall-Toilet door
2008-03-06 10:23:27	2008-03-06 10:23:34	Hall-Toilet door
2008-03-06 10:30:14	2008-03-06 10:30:15	Hall-Toilet door
2008-03-06 10:30:18	2008-03-06 10:30:19	Hall-Toilet door
2008-03-06 10:38:08	2008-03-06 10:38:11	Frontdoor
2008-03-06 17:41:12	2008-03-06 17:41:16	Frontdoor
2008-03-06 17:46:05	2008-03-06 17:46:15	Fridge
2008-03-06 17:46:24	2008-03-06 17:46:27	Fridge
2008-03-06 18:52:49	2008-03-06 18:52:53	Hall-Bathroom door
2008-03-06 18:53:44	2008-03-06 18:53:45	ToiletFlush
2008-03-06 18:53:46	2008-03-06 18:53:47	ToiletFlush
2008-03-06 18:53:48	2008-03-06 18:53:52	Hall-Bathroom door
2008-03-06 18:54:15	2008-03-06 18:54:38	Groceries Cupboard
2008-03-06 18:54:40	2008-03-06 18:54:54	Freezer
2008-03-06 19:00:45	2008-03-06 19:00:48	Cups cupboard
2008-03-06 19:01:00	2008-03-06 19:01:01	Pans Cupboard
2008-03-06 19:01:50	2008-03-06 19:02:02	Pans Cupboard
2008-03-06 19:02:43	2008-03-06 19:03:09	Groceries Cupboard
2008-03-06 19:05:02	2008-03-13 18:56:00	Microwave
2008-03-06 19:08:13	2008-03-06 19:08:16	Pans Cupboard
2008-03-06 19:10:47	2008-03-06 19:11:00	Groceries Cupboard
2008-03-06 19:11:03	2008-03-06 19:11:05	Plates cupboard
2008-03-06 19:15:18	2008-03-06 19:15:21	Fridge
2008-03-06 19:21:42	2008-03-06 19:21:46	Pans Cupboard
2008-03-06 19:25:19	2008-03-06 19:25:24	Pans Cupboard
2008-03-06 19:35:30	2008-03-06 19:35:34	Plates cupboard
2008-03-06 19:40:05	2008-03-06 19:40:09	Fridge
2008-03-06 19:40:18	2008-03-06 19:40:21	Fridge
2008-03-06 19:53:38	2008-03-06 19:53:39	Dishwasher
2008-03-06 19:53:44	2008-03-06 19:57:45	Dishwasher
2008-03-06 19:54:35	2008-03-06 19:55:06	Plates cupboard
2008-03-06 19:54:46	2008-03-06 19:54:48	Pans Cupboard
2008-03-06 19:55:20	2008-03-06 19:55:53	Plates cupboard
2008-03-06 19:55:55	2008-03-06 19:57:30	Cups cupboard
2008-03-06 19:56:53	2008-03-06 19:56:54	Pans Cupboard
2008-03-06 19:56:59	2008-03-06 19:58:35	Pans Cupboard
2008-03-06 19:57:30	2008-03-06 19:57:31	Cups cupboard
2008-03-06 19:57:33	2008-03-06 19:57:34	Cups cupboard
2008-03-06 19:57:40	2008-03-06 19:57:41	Cups cupboard
2008-03-06 19:57:41	2008-03-06 19:57:42	Plates cupboard
2008-03-06 19:59:43	2008-03-06 19:59:47	Freezer
2008-03-06 20:00:14	2008-03-06 20:00:20	Pans Cupboard
2008-03-06 20:05:18	2008-03-06 20:11:30	Dishwasher
2008-03-06 20:11:33	2008-03-06 20:11:34	Dishwasher
2008-03-06 20:12:36	2008-03-06 20:12:37	Pans Cupboard
2008-03-06 20:12:40	2008-03-06 20:12:41	Pans Cupboard
2008-03-06 20:14:36	2008-03-06 20:14:37	Pans Cupboard
2008-03-06 20:16:48	2008-03-06 20:16:51	Groceries Cupboard
2008-03-06 20:17:11	2008-03-06 20:17:14	Groceries Cupboard
2008-03-06 20:31:05	2008-03-06 20:31:06	Pans Cupboard
2008-03-06 20:31:09	2008-03-06 20:31:10	Pans Cupboard
2008-03-06 20:32:24	2008-03-06 20:32:25	Pans Cupboard
2008-03-06 20:33:04	2008-03-06 20:33:05	Pans Cupboard
2008-03-06 21:34:43	2008-03-06 21:34:44	Groceries Cupboard
2008-03-06 21:34:48	2008-03-06 21:35:07	Groceries Cupboard
2008-03-06 21:35:11	2008-03-06 21:35:12	Groceries Cupboard
2008-03-06 21:35:16	2008-03-06 21:35:33	Freezer
2008-03-06 21:35:17	2008-03-06 21:35:18	Groceries Cupboard
2008-03-06 21:35:29	2008-03-06 21:35:30	Groceries Cupboard
2008-03-06 21:37:18	2008-03-06 21:37:21	Groceries Cupboard
2008-03-06 21:37:36	2008-03-06 21:37:38	Cups cupboard
2008-03-06 21:37:39	2008-03-06 21:37:52	Fridge
2008-03-06 22:44:19	2008-03-06 22:44:23	Hall-Bathroom door
2008-03-06 22:46:37	2008-03-06 22:46:38	ToiletFlush
2008-03-06 22:46:39	2008-03-06 22:46:43	Hall-Bathroom door
2008-03-06 22:46:41	2008-03-06 22:47:10	Hall-Toilet door
2008-03-06 22:47:13	2008-03-06 22:47:14	Hall-Toilet door
2008-03-06 23:14:49	2008-03-06 23:14:50	Hall-Toilet door
2008-03-06 23:14:54	2008-03-06 23:14:55	Hall-Toilet door
2008-03-06 23:17:07	2008-03-06 23:17:44	Hall-Bathroom door
2008-03-06 23:18:29	2008-03-06 23:18:30	Hall-Bathroom door
2008-03-06 23:18:31	2008-03-06 23:18:32	ToiletFlush
2008-03-06 23:18:41	2008-03-06 23:18:42	Hall-Bathroom door
2008-03-07 06:59:18	2008-03-07 06:59:19	Hall-Bedroom door
2008-03-07 06:59:24	2008-03-07 07:00:44	Hall-Bedroom door
2008-03-07 06:59:56	2008-03-07 07:00:01	Hall-Bathroom door
2008-03-07 07:00:34	2008-03-07 07:00:37	Hall-Bathroom door
2008-03-07 08:38:55	2008-03-07 08:38:56	Hall-Bedroom door
2008-03-07 08:38:59	2008-03-07 08:39:00	Hall-Bedroom door
2008-03-07 08:44:11	2008-03-07 08:44:15	Hall-Bathroom door
2008-03-07 08:45:00	2008-03-07 08:45:01	ToiletFlush
2008-03-07 08:45:05	2008-03-07 08:45:14	Hall-Bathroom door
2008-03-07 08:49:16	2008-03-07 08:49:21	Fridge
2008-03-07 08:49:35	2008-03-07 08:49:37	Cups cupboard
2008-03-07 08:49:47	2008-03-07 08:49:51	Fridge
2008-03-07 08:50:15	2008-03-07 08:50:19	Plates cupboard
2008-03-07 08:50:21	2008-03-07 08:50:37	Groceries Cupboard
2008-03-07 08:50:39	2008-03-07 08:50:44	Fridge
2008-03-07 08:51:07	2008-03-07 08:51:10	Fridge
2008-03-07 09:07:51	2008-03-07 09:07:55	Hall-Toilet door
2008-03-07 09:15:39	2008-03-08 03:21:35	Hall-Toilet door
2008-03-07 09:29:11	2008-03-07 09:29:12	Frontdoor
2008-03-07 09:29:15	2008-03-07 09:29:22	Frontdoor
2008-03-08 01:07:48	2008-03-08 01:07:52	Frontdoor
2008-03-08 01:12:18	2008-03-08 01:12:22	Cups cupboard
2008-03-08 01:12:23	2008-03-08 01:12:24	Cups cupboard
2008-03-08 01:12:26	2008-03-08 01:12:27	Cups cupboard
2008-03-08 01:12:32	2008-03-08 01:12:33	Cups cupboard
2008-03-08 01:12:44	2008-03-08 01:12:45	Cups cupboard
2008-03-08 01:13:09	2008-03-08 01:13:10	Cups cupboard
2008-03-08 01:13:45	2008-03-08 01:13:46	Cups cupboard
2008-03-08 01:14:20	2008-03-08 01:14:21	Cups cupboard
2008-03-08 01:14:22	2008-03-08 01:14:23	Fridge
2008-03-08 03:21:38	2008-03-08 03:21:39	Hall-Toilet door
2008-03-08 03:21:45	2008-03-08 03:21:46	Hall-Toilet door
2008-03-08 03:21:57	2008-03-08 03:21:58	Hall-Toilet door
2008-03-08 03:22:22	2008-03-08 03:22:23	Hall-Toilet door
2008-03-08 03:22:38	2008-03-08 03:22:44	Hall-Bathroom door
2008-03-08 03:23:05	2008-03-08 08:20:29	Hall-Toilet door
2008-03-08 03:23:08	2008-03-08 03:23:12	Hall-Bathroom door
2008-03-08 03:26:05	2008-03-08 03:26:11	Hall-Bedroom door
2008-03-08 08:20:20	2008-03-08 08:20:21	Hall-Bedroom door
2008-03-08 08:20:25	2008-03-08 10:01:56	Hall-Bedroom door
2008-03-08 08:20:52	2008-03-08 08:20:55	Hall-Bathroom door
2008-03-08 08:21:41	2008-03-08 08:21:42	ToiletFlush
2008-03-08 08:21:47	2008-03-08 08:21:51	Hall-Bathroom door
2008-03-08 08:22:01	2008-03-08 08:22:07	Cups cupboard
2008-03-08 08:22:09	2008-03-08 08:22:13	Fridge
2008-03-08 08:22:48	2008-03-08 08:22:53	Fridge
2008-03-08 08:33:10	2008-03-08 08:33:14	Hall-Bathroom door
2008-03-08 08:35:35	2008-03-08 08:35:36	ToiletFlush
2008-03-08 08:35:36	2008-03-08 08:35:37	Hall-Bathroom door
2008-03-08 08:35:37	2008-03-08 08:35:38	Hall-Bathroom door
2008-03-08 08:35:40	2008-03-08 08:35:41	ToiletFlush
2008-03-08 08:35:45	2008-03-08 10:00:31	Hall-Toilet door
2008-03-08 08:35:46	2008-03-08 08:35:47	ToiletFlush
2008-03-08 08:35:48	2008-03-08 08:45:57	Hall-Bathroom door
2008-03-08 08:46:00	2008-03-08 08:46:01	Hall-Bathroom door
2008-03-08 10:00:29	2008-03-08 10:00:30	Hall-Bathroom door
2008-03-08 10:00:34	2008-03-08 10:01:48	Hall-Bathroom door
2008-03-08 10:01:35	2008-03-08 10:01:36	ToiletFlush
2008-03-08 10:26:10	2008-03-08 10:26:11	Hall-Bedroom door
2008-03-08 10:26:14	2008-03-08 10:26:15	Hall-Bedroom door
2008-03-08 10:26:30	2008-03-08 10:26:34	Pans Cupboard
2008-03-08 10:26:36	2008-03-08 10:26:51	Dishwasher
2008-03-08 10:27:46	2008-03-08 10:27:48	Plates cupboard
2008-03-08 10:27:50	2008-03-08 10:28:05	Freezer
2008-03-08 10:29:41	2008-03-08 10:29:44	Fridge
2008-03-08 10:56:24	2008-03-08 10:56:28	Fridge
2008-03-08 11:08:13	2008-03-08 11:08:14	Hall-Toilet door
2008-03-08 11:08:18	2008-03-08 11:12:31	Hall-Toilet door
2008-03-08 11:12:29	2008-03-08 11:12:32	Hall-Bathroom door
2008-03-08 11:12:33	2008-03-08 11:12:34	Hall-Toilet door
2008-03-08 11:15:03	2008-03-08 11:15:04	ToiletFlush
2008-03-08 11:15:06	2008-03-08 11:15:27	Hall-Bathroom door
2008-03-08 11:15:42	2008-03-08 11:16:02	Hall-Toilet door
2008-03-08 11:22:57	2008-03-08 11:22:58	Hall-Toilet door
2008-03-08 11:23:02	2008-03-10 06:20:29	Hall-Toilet door
2008-03-08 11:36:02	2008-03-08 11:36:03	Frontdoor
2008-03-08 11:36:06	2008-03-08 11:36:07	Frontdoor
2008-03-10 06:18:29	2008-03-10 06:18:34	Frontdoor
2008-03-10 06:19:34	2008-03-10 06:19:35	Hall-Bedroom door
2008-03-10 06:19:39	2008-03-10 06:21:32	Hall-Bedroom door
2008-03-10 06:20:27	2008-03-10 06:21:00	Hall-Bathroom door
2008-03-10 06:20:52	2008-03-10 06:20:53	ToiletFlush
2008-03-10 06:21:17	2008-03-10 06:21:22	Frontdoor
2008-03-10 08:33:33	2008-03-10 08:33:34	Hall-Bedroom door
2008-03-10 08:33:38	2008-03-10 22:05:32	Hall-Bedroom door
2008-03-10 08:35:14	2008-03-10 08:35:19	Hall-Bathroom door
2008-03-10 08:35:41	2008-03-10 08:35:42	ToiletFlush
2008-03-10 08:35:44	2008-03-10 08:35:47	Hall-Bathroom door
2008-03-10 08:49:53	2008-03-10 08:49:57	Hall-Bathroom door
2008-03-10 08:51:26	2008-03-10 08:51:27	ToiletFlush
2008-03-10 08:51:29	2008-03-10 08:51:32	Hall-Bathroom door
2008-03-10 08:51:31	2008-03-10 08:51:57	Hall-Toilet door
2008-03-10 09:08:00	2008-03-10 09:08:01	Hall-Bathroom door
2008-03-10 09:08:05	2008-03-10 09:58:02	Hall-Bathroom door
2008-03-10 09:25:57	2008-03-10 09:25:58	Hall-Toilet door
2008-03-10 09:26:02	2008-03-10 09:47:25	Hall-Toilet door
2008-03-10 09:26:09	2008-03-10 09:26:12	Plates cupboard
2008-03-10 09:26:14	2008-03-10 09:26:25	Groceries Cupboard
2008-03-10 09:26:27	2008-03-10 09:26:48	Fridge
2008-03-10 09:26:51	2008-03-10 09:26:52	Fridge
2008-03-10 09:35:37	2008-03-10 09:35:38	Dishwasher
2008-03-10 09:35:42	2008-03-10 09:41:36	Dishwasher
2008-03-10 09:41:39	2008-03-10 09:41:40	Dishwasher
2008-03-10 09:47:28	2008-03-10 09:47:29	Hall-Toilet door
2008-03-10 09:55:19	2008-03-10 09:55:20	Hall-Toilet door
2008-03-10 09:55:24	2008-03-10 19:24:24	Hall-Toilet door
2008-03-10 10:29:42	2008-03-10 10:29:43	Frontdoor
2008-03-10 10:29:47	2008-03-10 10:29:53	Frontdoor
2008-03-10 10:30:31	2008-03-10 10:30:45	Frontdoor
2008-03-10 19:23:47	2008-03-10 19:23:51	Frontdoor
2008-03-10 19:25:35	2008-03-10 19:25:36	ToiletFlush
2008-03-10 19:33:39	2008-03-10 19:33:40	Fridge
2008-03-10 19:33:45	2008-03-10 19:33:51	Fridge
2008-03-10 19:33:52	2008-03-10 19:33:59	Groceries Cupboard
2008-03-10 19:39:41	2008-03-10 19:39:42	Freezer
2008-03-10 19:39:46	2008-03-10 19:39:55	Freezer
2008-03-10 19:40:55	2008-03-10 19:41:01	Groceries Cupboard
2008-03-10 19:44:43	2008-03-10 19:44:47	Fridge
2008-03-10 19:50:34	2008-03-10 19:50:35	Freezer
2008-03-10 19:50:39	2008-03-10 19:50:49	Freezer
2008-03-10 20:09:50	2008-03-10 20:09:51	Plates cupboard
2008-03-10 20:09:55	2008-03-10 20:10:02	Plates cupboard
2008-03-10 20:11:03	2008-03-10 20:11:05	Fridge
2008-03-10 20:11:08	2008-03-10 20:11:09	Fridge
2008-03-10 20:11:15	2008-03-10 20:11:16	Fridge
2008-03-10 20:11:28	2008-03-10 20:11:29	Fridge
2008-03-10 20:11:52	2008-03-10 20:11:53	Cups cupboard
2008-03-10 20:54:33	2008-03-10 20:54:34	ToiletFlush
2008-03-10 20:54:36	2008-03-10 20:55:00	Hall-Toilet door
2008-03-10 20:54:37	2008-03-10 20:54:38	ToiletFlush
2008-03-10 21:29:38	2008-03-10 21:29:42	Freezer
2008-03-10 21:32:03	2008-03-10 21:32:06	Freezer
2008-03-10 21:32:35	2008-03-10 21:32:47	Freezer
2008-03-10 21:32:48	2008-03-10 21:32:51	Fridge
2008-03-10 21:33:00	2008-03-10 21:33:03	Fridge
2008-03-10 21:33:05	2008-03-10 21:33:10	Cups cupboard
2008-03-10 21:33:11	2008-03-10 21:33:16	Dishwasher
2008-03-10 21:38:16	2008-03-10 21:38:24	Groceries Cupboard
2008-03-10 22:03:49	2008-03-10 22:03:50	ToiletFlush
2008-03-10 22:03:53	2008-03-10 22:03:54	ToiletFlush
2008-03-10 22:03:59	2008-03-10 22:05:28	Hall-Toilet door
2008-03-11 06:51:10	2008-03-11 06:51:11	Hall-Bedroom door
2008-03-11 06:51:14	2008-03-11 06:53:06	Hall-Bedroom door
2008-03-11 06:52:49	2008-03-11 06:52:50	ToiletFlush
2008-03-11 06:53:09	2008-03-11 06:53:10	Hall-Bedroom door
2008-03-11 08:43:38	2008-03-11 08:43:39	Hall-Bedroom door
2008-03-11 08:43:43	2008-03-11 21:55:02	Hall-Bedroom door
2008-03-11 09:01:53	2008-03-11 09:01:54	ToiletFlush
2008-03-11 09:01:57	2008-03-11 09:01:58	ToiletFlush
2008-03-11 09:18:13	2008-03-11 09:18:14	ToiletFlush
2008-03-11 09:18:17	2008-03-11 09:18:18	ToiletFlush
2008-03-11 09:18:32	2008-03-11 09:18:33	Hall-Toilet door
2008-03-11 09:18:38	2008-03-11 09:18:51	Hall-Toilet door
2008-03-11 09:26:38	2008-03-11 09:26:39	Hall-Toilet door
2008-03-11 09:26:42	2008-03-11 18:28:57	Hall-Toilet door
2008-03-11 09:33:50	2008-03-11 09:33:54	Frontdoor
2008-03-11 17:57:20	2008-03-11 17:57:24	Frontdoor
2008-03-11 17:58:11	2008-03-11 17:58:19	Freezer
2008-03-11 18:02:32	2008-03-11 18:02:36	Plates cupboard
2008-03-11 18:12:24	2008-03-11 18:12:25	Freezer
2008-03-11 18:12:29	2008-03-11 18:12:35	Freezer
2008-03-11 18:16:05	2008-03-11 18:16:07	Cups cupboard
2008-03-11 18:16:09	2008-03-11 18:16:22	Fridge
2008-03-11 18:29:01	2008-03-11 18:29:52	Hall-Toilet door
2008-03-11 18:30:35	2008-03-11 18:30:36	ToiletFlush
2008-03-11 18:35:12	2008-03-11 18:35:13	Frontdoor
2008-03-11 18:35:16	2008-03-11 18:35:17	Frontdoor
2008-03-11 20:38:37	2008-03-11 20:38:38	Hall-Toilet door
2008-03-11 20:38:42	2008-03-11 20:43:15	Hall-Toilet door
2008-03-11 20:41:05	2008-03-11 20:41:08	Frontdoor
2008-03-11 20:48:12	2008-03-11 20:48:15	Fridge
2008-03-11 20:48:37	2008-03-11 20:48:39	Fridge
2008-03-11 20:51:40	2008-03-11 20:51:56	Fridge
2008-03-11 21:13:51	2008-03-11 21:14:01	Fridge
2008-03-11 21:14:07	2008-03-11 21:14:08	Cups cupboard
2008-03-11 21:14:12	2008-03-11 21:14:13	Fridge
2008-03-11 21:52:44	2008-03-11 21:52:45	ToiletFlush
2008-03-11 21:52:49	2008-03-11 21:52:50	ToiletFlush
2008-03-11 21:53:15	2008-03-11 21:53:19	Hall-Toilet door
2008-03-11 21:53:39	2008-03-11 21:54:57	Hall-Toilet door
2008-03-12 03:04:52	2008-03-12 03:04:53	Hall-Bedroom door
2008-03-12 03:04:57	2008-03-12 03:05:47	Hall-Bedroom door
2008-03-12 03:05:36	2008-03-12 03:05:37	ToiletFlush
2008-03-12 08:41:26	2008-03-13 01:24:12	Hall-Bedroom door
2008-03-12 08:42:49	2008-03-12 08:42:50	ToiletFlush
2008-03-12 09:48:45	2008-03-12 09:48:46	Fridge
2008-03-12 09:48:50	2008-03-12 09:48:57	Fridge
2008-03-12 09:49:00	2008-03-12 09:49:09	Freezer
2008-03-12 09:49:44	2008-03-12 09:49:46	Plates cupboard
2008-03-12 09:50:01	2008-03-12 09:50:04	Freezer
2008-03-12 09:51:25	2008-03-12 09:51:29	Fridge
2008-03-12 09:52:09	2008-03-12 09:52:11	Fridge
2008-03-12 09:59:31	2008-03-12 09:59:35	Cups cupboard
2008-03-12 09:59:34	2008-03-12 09:59:48	Fridge
2008-03-12 11:04:11	2008-03-12 11:04:12	ToiletFlush
2008-03-12 11:04:15	2008-03-12 12:41:21	Hall-Toilet door
2008-03-12 11:04:15	2008-03-12 11:04:16	ToiletFlush
2008-03-12 11:10:10	2008-03-12 11:10:14	Frontdoor
2008-03-12 12:21:19	2008-03-12 12:21:23	Frontdoor
2008-03-12 12:41:24	2008-03-12 12:41:25	Hall-Toilet door
2008-03-12 12:46:23	2008-03-13 01:18:38	Hall-Toilet door
2008-03-12 12:54:29	2008-03-12 12:54:34	Frontdoor
2008-03-12 12:55:35	2008-03-12 12:55:39	Frontdoor
2008-03-13 00:52:47	2008-03-13 00:52:51	Frontdoor
2008-03-13 00:54:23	2008-03-13 00:54:40	Freezer
2008-03-13 00:54:42	2008-03-13 00:54:45	Plates cupboard
2008-03-13 00:55:28	2008-03-13 00:55:32	Groceries Cupboard
2008-03-13 00:56:06	2008-03-13 00:56:08	Groceries Cupboard
2008-03-13 01:18:41	2008-03-13 01:18:42	Hall-Toilet door
2008-03-13 01:20:44	2008-03-13 01:20:45	ToiletFlush
2008-03-13 01:20:50	2008-03-13 01:23:55	Hall-Toilet door
2008-03-13 01:23:58	2008-03-13 01:23:59	Hall-Toilet door
2008-03-13 06:27:53	2008-03-13 06:27:54	Hall-Bedroom door
2008-03-13 06:27:59	2008-03-13 06:30:35	Hall-Bedroom door
2008-03-13 06:28:42	2008-03-13 06:28:43	ToiletFlush
2008-03-13 06:30:12	2008-03-13 08:22:16	Hall-Toilet door
2008-03-13 08:21:52	2008-03-13 08:21:53	Hall-Bedroom door
2008-03-13 08:21:58	2008-03-13 19:00:15	Hall-Bedroom door
2008-03-13 08:22:20	2008-03-13 08:22:21	Hall-Toilet door
2008-03-13 08:22:49	2008-03-13 08:22:50	ToiletFlush
2008-03-13 08:22:57	2008-03-13 09:41:10	Hall-Toilet door
2008-03-13 09:19:50	2008-03-13 09:20:00	Plates cupboard
2008-03-13 09:19:56	2008-03-13 09:19:57	Groceries Cupboard
2008-03-13 09:20:10	2008-03-13 09:20:14	Groceries Cupboard
2008-03-13 09:20:15	2008-03-13 09:20:16	Groceries Cupboard
2008-03-13 09:20:18	2008-03-13 09:20:19	Groceries Cupboard
2008-03-13 09:20:19	2008-03-13 09:20:20	Fridge
2008-03-13 09:41:13	2008-03-13 09:41:14	Hall-Toilet door
2008-03-13 09:47:44	2008-03-13 09:47:45	Hall-Toilet door
2008-03-13 09:47:49	2008-03-13 17:55:07	Hall-Toilet door
2008-03-13 09:57:47	2008-03-13 09:57:51	Frontdoor
2008-03-13 17:50:08	2008-03-13 17:50:12	Frontdoor
2008-03-13 17:53:15	2008-03-13 17:53:19	Hall-Bathroom door
2008-03-13 17:54:07	2008-03-13 17:54:08	ToiletFlush
2008-03-13 17:54:09	2008-03-13 17:54:10	Hall-Bathroom door
2008-03-13 17:54:13	2008-03-13 17:54:14	ToiletFlush
2008-03-13 18:39:18	2008-03-13 18:39:19	Groceries Cupboard
2008-03-13 18:39:23	2008-03-13 18:39:33	Groceries Cupboard
2008-03-13 18:39:43	2008-03-13 18:39:44	Cups cupboard
2008-03-13 18:40:02	2008-03-13 18:40:06	Groceries Cupboard
2008-03-13 18:54:56	2008-03-13 18:54:57	Hall-Bathroom door
2008-03-13 18:55:01	2008-03-13 18:55:07	Hall-Bathroom door
2008-03-13 18:56:02	2008-03-13 18:59:11	Microwave
2008-03-13 19:00:50	2008-03-13 19:00:59	Hall-Bedroom door
2008-03-13 19:07:25	2008-03-13 19:07:26	Frontdoor
2008-03-13 19:07:30	2008-03-13 19:07:51	Frontdoor
2008-03-13 20:26:57	2008-03-13 20:26:58	Frontdoor
2008-03-13 20:27:02	2008-03-13 20:28:06	Frontdoor
2008-03-13 20:31:27	2008-03-13 20:31:30	Hall-Bathroom door
2008-03-13 20:33:02	2008-03-13 20:33:03	ToiletFlush
2008-03-13 20:33:05	2008-03-13 20:33:10	Hall-Bathroom door
2008-03-13 20:33:23	2008-03-13 20:33:24	Hall-Toilet door
2008-03-13 20:33:50	2008-03-13 20:33:53	Frontdoor
2008-03-13 20:34:13	2008-03-13 20:34:15	Frontdoor
2008-03-13 20:34:24	2008-03-13 20:34:26	Frontdoor
2008-03-14 00:34:58	2008-03-14 00:35:02	Frontdoor
2008-03-14 00:36:03	2008-03-14 00:36:04	Fridge
2008-03-14 00:36:15	2008-03-14 00:36:16	Fridge
2008-03-14 00:37:50	2008-03-14 00:37:53	Hall-Toilet door
2008-03-14 00:38:17	2008-03-14 00:38:19	Hall-Bathroom door
